0,0,24,0.1
0,252,24,0.1
1,1,24,0.1
1,252,24,0.1
2,2,24,0.1
2,252,24,0.1
3,3,24,0.1
3,252,24,0.1
4,4,24,0.1
4,252,24,0.1
5,5,24,0.1
5,252,24,0.1
6,6,24,0.1
6,252,24,0.1
7,7,24,0.1
7,252,24,0.1
8,0,24,0.1
8,253,24,0.1
9,1,24,0.1
9,253,24,0.1
10,2,24,0.1
10,253,24,0.1
11,3,24,0.1
11,253,24,0.1
12,4,24,0.1
12,253,24,0.1
13,5,24,0.1
13,253,24,0.1
14,6,24,0.1
14,253,24,0.1
15,7,24,0.1
15,253,24,0.1
16,2,24,0.1
16,252,24,0.1
17,3,24,0.1
17,252,24,0.1
18,4,24,0.1
18,252,24,0.1
19,5,24,0.1
19,252,24,0.1
20,6,24,0.1
20,252,24,0.1
21,7,24,0.1
21,252,24,0.1
22,8,24,0.1
22,252,24,0.1
23,9,24,0.1
23,252,24,0.1
24,2,24,0.1
24,253,24,0.1
25,3,24,0.1
25,253,24,0.1
26,4,24,0.1
26,253,24,0.1
27,5,24,0.1
27,253,24,0.1
28,6,24,0.1
28,253,24,0.1
29,7,24,0.1
29,253,24,0.1
30,8,24,0.1
30,253,24,0.1
31,9,24,0.1
31,253,24,0.1
32,4,24,0.1
32,252,24,0.1
33,5,24,0.1
33,252,24,0.1
34,6,24,0.1
34,252,24,0.1
35,7,24,0.1
35,252,24,0.1
36,8,24,0.1
36,252,24,0.1
37,9,24,0.1
37,252,24,0.1
38,10,24,0.1
38,252,24,0.1
39,11,24,0.1
39,252,24,0.1
40,4,24,0.1
40,253,24,0.1
41,5,24,0.1
41,253,24,0.1
42,6,24,0.1
42,253,24,0.1
43,7,24,0.1
43,253,24,0.1
44,8,24,0.1
44,253,24,0.1
45,9,24,0.1
45,253,24,0.1
46,10,24,0.1
46,253,24,0.1
47,11,24,0.1
47,253,24,0.1
48,6,24,0.1
48,252,24,0.1
49,7,24,0.1
49,252,24,0.1
50,8,24,0.1
50,252,24,0.1
51,9,24,0.1
51,252,24,0.1
52,10,24,0.1
52,252,24,0.1
53,11,24,0.1
53,252,24,0.1
54,12,24,0.1
54,252,24,0.1
55,13,24,0.1
55,252,24,0.1
56,6,24,0.1
56,253,24,0.1
57,7,24,0.1
57,253,24,0.1
58,8,24,0.1
58,253,24,0.1
59,9,24,0.1
59,253,24,0.1
60,10,24,0.1
60,253,24,0.1
61,11,24,0.1
61,253,24,0.1
62,12,24,0.1
62,253,24,0.1
63,13,24,0.1
63,253,24,0.1
64,8,24,0.1
64,252,24,0.1
65,9,24,0.1
65,252,24,0.1
66,10,24,0.1
66,252,24,0.1
67,11,24,0.1
67,252,24,0.1
68,12,24,0.1
68,252,24,0.1
69,13,24,0.1
69,252,24,0.1
70,14,24,0.1
70,252,24,0.1
71,15,24,0.1
71,252,24,0.1
72,8,24,0.1
72,253,24,0.1
73,9,24,0.1
73,253,24,0.1
74,10,24,0.1
74,253,24,0.1
75,11,24,0.1
75,253,24,0.1
76,12,24,0.1
76,253,24,0.1
77,13,24,0.1
77,253,24,0.1
78,14,24,0.1
78,253,24,0.1
79,15,24,0.1
79,253,24,0.1
